delta_E
0.0043381452560424805
0.008417665958404541
0.0037521719932556152
0.0018916130065917969
0.003215789794921875
0.0038552284240722656
0.003145933151245117
0.021179676055908203
0.003615856170654297
0.007271766662597656
0.004300177097320557
0.001462399959564209
0.0027443766593933105
0.0020521879196166992
-0.0008205771446228027
0.0015339255332946777
0.0053032636642456055
0.00422900915145874
0.005920529365539551
-0.0023473501205444336
0.0038431882858276367
0.021743595600128174
-0.006268143653869629
0.003126204013824463
0.006266891956329346
0.01867079734802246
-0.015819191932678223
0.0013036131858825684
0.004713475704193115
0.0036980509757995605
